CODE_CIRCONSCRIPTION;NOM_CIRCONSCRIPTION;NUMERO_CANDIDAT;SEXE_CANDIDAT;NOM_CANDIDAT;PRENOM_CANDIDAT;COLONNE_TRI;TYPE_CANDIDAT;ABREVIATION_PARTI;NOM_PARTI;DEPUTE_SORTANT;SEXE_AGENT_OFF;NOM_AGENT_OFF;PRENOM_AGENT_OFF;DATE
149;Huntingdon;691;M;Bourdon;Louis-Paul;BOURDONLOUISPAUL;CPA;P.S.P.;Parti des sans parti;N;M;Gauthier;Richard;2014-03-22 20:00:01
149;Huntingdon;319;M;De Martin;Albert;DEMARTINALBERT;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
149;Huntingdon;395;F;Hébert;Huguette;HEBERTHUGUETTE;CPA;P.Q.;Parti québécois;N;M;Patenaude;Robert;2014-03-22 20:00:01
149;Huntingdon;400;F;IsaBelle;Claire;ISABELLECLAIRE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
149;Huntingdon;100;F;Labelle;Carmen;LABELLECARMEN;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
149;Huntingdon;841;M;Labrie;Yann;LABRIEYANN;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
143;Iberville;80;F;Bouillé;Marie;BOUILLEMARIE;CPA;P.Q.;Parti québécois;O;M;Marcotte;Louis;2014-03-22 20:00:01
143;Iberville;540;F;Normandin;Myriam-Zaa;NORMANDINMYRIAMZAA;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
143;Iberville;174;F;Samson;Claire;SAMSONCLAIRE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole ;2014-03-22 20:00:01
143;Iberville;698;M;Savard;Claude;SAVARDCLAUDE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
143;Iberville;437;F;Tremblay;Chantal;TREMBLAYCHANTAL;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;F;Bellavance;Nicole;2014-03-22 20:00:01
733;Îles-de-la-Madeleine;915;M;Boudreau;David;BOUDREAUDAVID;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
733;Îles-de-la-Madeleine;446;M;Chevarie;Germain;CHEVARIEGERMAIN;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;F;Nadeau;Huguette;2014-03-22 20:00:01
733;Îles-de-la-Madeleine;816;M;Jomphe;Mario-Michel;JOMPHEMARIOMICHEL;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
733;Îles-de-la-Madeleine;825;F;Porowska;Natalia;POROWSKANATALIA;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
733;Îles-de-la-Madeleine;384;F;Richard;Jeannine;RICHARDJEANNINE;CPA;P.Q.;Parti québécois;O;M;Carbonneau;Hector;2014-03-22 20:00:01
409;Jacques-Cartier;821;M;Belley;Jean-François;BELLEYJEANFRANCOIS;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
409;Jacques-Cartier;561;M;Deguire;Denis;DEGUIREDENIS;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
409;Jacques-Cartier;362;F;Desroches;Laurence;DESROCHESLAURENCE;CPA;P.Q.;Parti québécois;N;M;Gendreau;Olivier;2014-03-22 20:00:01
409;Jacques-Cartier;422;M;Fortier;Louis-Charles;FORTIERLOUISCHARLES;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
409;Jacques-Cartier;459;M;Kelley;Geoffrey;KELLEYGEOFFREY;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Pontillo;Carmine;2014-03-22 20:00:01
409;Jacques-Cartier;107;M;Maynard;James;MAYNARDJAMES;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
623;Jean-Lesage;648;M;Bouchard;Sébastien;BOUCHARDSEBASTIEN;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
623;Jean-Lesage;314;M;Breton;José;BRETONJOSE;CIA;;;N;M;Vachon;Michel;2014-03-22 20:00:01
623;Jean-Lesage;152;M;Châteauvert;Pierre;CHATEAUVERTPIERRE;CPA;P.Q.;Parti québécois;N;M;Lemire;Bertrand ;2014-03-22 20:00:01
623;Jean-Lesage;491;M;Drolet;André;DROLETANDRE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Laflamme;Conrad;2014-03-22 20:00:01
623;Jean-Lesage;814;M;Dumais;Sébastien;DUMAISSEBASTIEN;CPA;P.N.;Parti nul;N;F;Dumais;Hélène;2014-03-22 20:00:01
623;Jean-Lesage;526;F;Foster;Émilie;FOSTEREMILIE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
623;Jean-Lesage;366;M;Garcia;Andrés;GARCIAANDRES;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc ;2014-03-22 20:00:01
623;Jean-Lesage;183;M;Moreau;Claude;MOREAUCLAUDE;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
623;Jean-Lesage;424;M;Zanetti;Sol;ZANETTISOL;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
429;Jeanne-Mance-Viger;262;F;Charpentier;Stéphanie;CHARPENTIERSTEPHANIE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
429;Jeanne-Mance-Viger;736;M;Colly;Garnet;COLLYGARNET;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
429;Jeanne-Mance-Viger;421;F;Harnois;Joanie;HARNOISJOANIE;CPA;P.Q.;Parti québécois;N;M;Gendreau;Olivier;2014-03-22 20:00:01
429;Jeanne-Mance-Viger;773;F;Miscione;Melissa;MISCIONEMELISSA;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
429;Jeanne-Mance-Viger;137;M;Parent;Mario;PARENTMARIO;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
429;Jeanne-Mance-Viger;213;F;Rotiroti;Filomena;ROTIROTIFILOMENA;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;F;Pallotta;Rita;2014-03-22 20:00:01
643;Jean-Talon;484;M;Beaulieu;Hugues;BEAULIEUHUGUES;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Nicole;Savard;2014-03-22 20:00:01
643;Jean-Talon;318;M;Bolduc;Yves;BOLDUCYVES;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Cartolano;François-Pierre;2014-03-22 20:00:01
643;Jean-Talon;658;M;Couillard;Maxime;COUILLARDMAXIME;CPA;P.N.;Parti nul;N;M;Sauvé;Méric;2014-03-22 20:00:01
643;Jean-Talon;521;F;Gueppe;Eveline;GUEPPEEVELINE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
643;Jean-Talon;338;M;Laberge;Clément;LABERGECLEMENT;CPA;P.Q.;Parti québécois;N;M;Cormier;Pierre-Benoit;2014-03-22 20:00:01
643;Jean-Talon;620;M;Lavallée;Alexandre;LAVALLEEALEXANDRE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
643;Jean-Talon;392;M;Pouleur;Stéphane;POULEURSTEPHANE;CPA;É.A.;Équipe autonomiste;N;M;Nadeau;Carol;2014-03-22 20:00:01
643;Jean-Talon;546;F;Roy Verville;Monique;ROYVERVILLEMONIQUE;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc ;2014-03-22 20:00:01
269;Johnson;245;M;Blanchet;Yves-François;BLANCHETYVESFRANCOIS;CPA;P.Q.;Parti québécois;O;M;Bouchard;Serge;2014-03-22 20:00:01
269;Johnson;813;M;Desrochers;François;DESROCHERSFRANCOIS;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
269;Johnson;899;F;Doucet;Magali;DOUCETMAGALI;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Sylvain;Gauthier;2014-03-22 20:00:01
269;Johnson;895;M;Gauthier;Sébastien;GAUTHIERSEBASTIEN;CPA;P.N.;Parti nul;N;M;Gauthier;Marc-André;2014-03-22 20:00:01
269;Johnson;682;M;Lamontagne;André;LAMONTAGNEANDRE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Nicole;Savard;2014-03-22 20:00:01
269;Johnson;599;M;Lussier;Benoit;LUSSIERBENOIT;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
269;Johnson;701;F;Mercier;Brigitte;MERCIERBRIGITTE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;F;Gemme;Mélanie;2014-03-22 20:00:01
361;Joliette;337;M;Colangelo Lauzon;Mikey;COLANGELOLAUZONMIKEY;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
361;Joliette;509;M;Corriveau;Robert;CORRIVEAUROBERT;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Laporte;Benjamin;2014-03-22 20:00:01
361;Joliette;81;F;Hivon;Véronique;HIVONVERONIQUE;CPA;P.Q.;Parti québécois;O;M;Boucher;Jean-Pierre;2014-03-22 20:00:01
361;Joliette;479;F;Larouche;Denise;LAROUCHEDENISE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
361;Joliette;756;M;Legault;Sylvain;LEGAULTSYLVAIN;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
361;Joliette;322;F;Trudel;Flavie;TRUDELFLAVIE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
773;Jonquière;854;M;Beaulieu;Nicolas;BEAULIEUNICOLAS;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
773;Jonquière;912;F;Boucher;Mélanie;BOUCHERMELANIE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Nicole;Savard;2014-03-22 20:00:01
773;Jonquière;807;M;Dumais;Réjean;DUMAISREJEAN;CPA;Q.S.;Québec solidaire;N;M;Alain;Tremblay;2014-03-22 20:00:01
773;Jonquière;253;M;Gaudreault;Sylvain;GAUDREAULTSYLVAIN;CPA;P.Q.;Parti québécois;O;M;Plourde;Yvan;2014-03-22 20:00:01
773;Jonquière;681;M;Pageau;Tommy;PAGEAUTOMMY;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Chouinard;André;2014-03-22 20:00:01
545;Labelle;604;M;Dagenais;Gabriel;DAGENAISGABRIEL;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
545;Labelle;263;M;Lacroix;Christian;LACROIXCHRISTIAN;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Filion;Bernard;2014-03-22 20:00:01
545;Labelle;551;M;Pagé;Sylvain;PAGESYLVAIN;CPA;P.Q.;Parti québécois;O;M;Labelle;Denis;2014-03-22 20:00:01
545;Labelle;568;M;Remy-Quevedo;Cedrick;REMYQUEVEDOCEDRICK;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
545;Labelle;722;M;Richard-Léonard;Philippe;RICHARDLEONARDPHILIPPE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
779;Lac-Saint-Jean;287;M;Cloutier;Alexandre;CLOUTIERALEXANDRE;CPA;P.Q.;Parti québécois;O;M;Hudon;Michel;2014-03-22 20:00:01
779;Lac-Saint-Jean;860;M;Dubé;Francis;DUBEFRANCIS;CPA;P.N.;Parti nul;N;M;T. Montambault;Éliot;2014-03-22 20:00:01
779;Lac-Saint-Jean;649;F;Fauteux-Aïmola;Sabrina;FAUTEUXAIMOLASABRINA;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Sylvain;Gauthier;2014-03-22 20:00:01
779;Lac-Saint-Jean;804;M;Gagnon;Pascal;GAGNONPASCAL;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;F;Tremblay;Normande;2014-03-22 20:00:01
779;Lac-Saint-Jean;863;M;Lavoie;Yann;LAVOIEYANN;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
779;Lac-Saint-Jean;937;F;Marchildon;Élise;MARCHILDONELISE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
779;Lac-Saint-Jean;938;M;Plamondon;Frédérick;PLAMONDONFREDERICK;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
371;LaFontaine;840;F;Dao Phan;Geneviève;DAOPHANGENEVIEVE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
371;LaFontaine;752;F;Di Battista Manseau;Julie;DIBATTISTAMANSEAUJULIE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
371;LaFontaine;705;M;Drouin;Benoit;DROUINBENOIT;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray ;Ken;2014-03-22 20:00:01
371;LaFontaine;333;M;Le Seigle;Yves;LESEIGLEYVES;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
371;LaFontaine;523;F;Martineau;Véronique;MARTINEAUVERONIQUE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
371;LaFontaine;506;M;Pelletier;Mathieu;PELLETIERMATHIEU;CPA;P.Q.;Parti québécois;N;M;Forget;Yvon;2014-03-22 20:00:01
371;LaFontaine;252;M;Tanguay;Marc;TANGUAYMARC;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;F;Sollecito;Giulia;2014-03-22 20:00:01
603;La Peltrie;501;M;Belleau;Éric;BELLEAUERIC;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
603;La Peltrie;675;M;Caire;Éric;CAIREERIC;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;O;F;Savard;Nicole;2014-03-22 20:00:01
603;La Peltrie;286;F;Desgagnés;Paule;DESGAGNESPAULE;CPA;P.Q.;Parti québécois;N;M;Girard;David-Alexandre;2014-03-22 20:00:01
603;La Peltrie;207;F;Dion-Garneau;Camille;DIONGARNEAUCAMILLE;CPA;É.A.;Équipe autonomiste;N;M;Nadeau;Carol;2014-03-22 20:00:01
603;La Peltrie;513;F;Gagnon;France;GAGNONFRANCE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Boudghène;Choukri;2014-03-22 20:00:01
603;La Peltrie;169;M;Jobin-Lawler;Alexandre;JOBINLAWLERALEXANDRE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
603;La Peltrie;88;M;Pouliot;Thomas;POULIOTTHOMAS;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
203;La Pinière;265;M;Barrette;Gaétan;BARRETTEGAETAN;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Michel;Gratton;2014-03-22 20:00:01
203;La Pinière;676;F;Beaupré;Johane;BEAUPREJOHANE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
203;La Pinière;712;M;Fernandez;Sebastian;FERNANDEZSEBASTIAN;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
203;La Pinière;397;F;Houda-Pepin;Fatima;HOUDAPEPINFATIMA;CIA;;;O;F;Charron Vaillancourt;Céline;2014-03-22 20:00:01
203;La Pinière;427;M;Kim;Jin;KIMJIN;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
203;La Pinière;724;M;Létourneau-Prézeau;François;LETOURNEAUPREZEAUFRANCOIS;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
209;Laporte;99;M;Baril;Marcel;BARILMARCEL;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
209;Laporte;771;F;Dupuis;Linda;DUPUISLINDA;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
209;Laporte;255;M;Godin;Christian;GODINCHRISTIAN;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
209;Laporte;784;M;LeBlanc;Donald;LEBLANCDONALD;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole ;2014-03-22 20:00:01
209;Laporte;133;F;Ménard;Nicole;MENARDNICOLE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Gratton;Michel;2014-03-22 20:00:01
209;Laporte;184;F;Stanké;Sophie;STANKESOPHIE;CPA;P.Q.;Parti québécois;N;M;Buteau-Tremblay;Frédéric;2014-03-22 20:00:01
209;Laporte;811;F;St-Denis;Michèle;STDENISMICHELE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
183;La Prairie;882;F;André;Marilou;ANDREMARILOU;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
183;La Prairie;316;M;Chouinard;Normand;CHOUINARDNORMAND;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
183;La Prairie;716;M;Gouin;Jean-Pierre;GOUINJEANPIERRE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
183;La Prairie;102;M;Langlois;Pierre;LANGLOISPIERRE;CPA;P.Q.;Parti québécois;N;M;Savard;Roland;2014-03-22 20:00:01
183;La Prairie;876;M;Le Bouyonnec;Stéphane;LEBOUYONNECSTEPHANE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;O;F;Savard;Nicole;2014-03-22 20:00:01
183;La Prairie;104;M;L'Heureux;Guy;LHEUREUXGUY;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
183;La Prairie;109;M;Merlini;Richard;MERLINIRICHARD;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;F;Gingras;Francine;2014-03-22 20:00:01
363;L'Assomption;381;M;Bergevin;Jean-Marc;BERGEVINJEANMARC;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Estable- Sky;Daniel;2014-03-22 20:00:01
363;L'Assomption;487;M;Fournier;Sylvain;FOURNIERSYLVAIN;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
363;L'Assomption;874;M;Gauthier;Gabriel;GAUTHIERGABRIEL;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
363;L'Assomption;229;M;Legault;François;LEGAULTFRANCOIS;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;O;F;Savard;Nicole;2014-03-22 20:00:01
363;L'Assomption;146;M;Paquette;Pierre;PAQUETTEPIERRE;CPA;P.Q.;Parti québécois;N;M;Raynault;Jean;2014-03-22 20:00:01
363;L'Assomption;462;M;Raynault;Charles-Étienne;RAYNAULTCHARLESETIENNE;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
423;Laurier-Dorion;224;F;Assouline;Valérie;ASSOULINEVALERIE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
423;Laurier-Dorion;285;M;Céré;Pierre;CEREPIERRE;CPA;P.Q.;Parti québécois;N;M;Champagne;Daniel;2014-03-22 20:00:01
423;Laurier-Dorion;443;M;Fontecilla;Andrés;FONTECILLAANDRES;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
423;Laurier-Dorion;686;M;Macrisopoulos;Peter;MACRISOPOULOSPETER;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
423;Laurier-Dorion;242;M;Sklavounos;Gerry;SKLAVOUNOSGERRY;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;F;Bigeault;Lyne;2014-03-22 20:00:01
423;Laurier-Dorion;637;M;St-Onge;Hugô;STONGEHUGO;CPA;B.P.;Bloc pot;N;M;Proulx;Frédéric;2014-03-22 20:00:01
423;Laurier-Dorion;455;M;Tessier;Jeremy;TESSIERJEREMY;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
423;Laurier-Dorion;332;M;Tremblay;Miguel;TREMBLAYMIGUEL;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
439;Laval-des-Rapides;306;M;Bolduc;Vincent;BOLDUCVINCENT;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
439;Laval-des-Rapides;87;M;Bureau-Blouin;Léo;BUREAUBLOUINLEO;CPA;P.Q.;Parti québécois;O;M;Laurier;Étienne;2014-03-22 20:00:01
439;Laval-des-Rapides;706;M;Chatel-Launay;Nicolas;CHATELLAUNAYNICOLAS;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
439;Laval-des-Rapides;753;M;McKenna;Léo;MCKENNALEO;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
439;Laval-des-Rapides;585;M;Polo;Saul;POLOSAUL;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Demers;Michel;2014-03-22 20:00:01
439;Laval-des-Rapides;855;M;Voyer;David;VOYERDAVID;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
583;Laviolette;862;M;Beaudoin;André;BEAUDOINANDRE;CPA;P.Q.;Parti québécois;N;M;Déziel;Denis;2014-03-22 20:00:01
583;Laviolette;247;M;Bédard;Jean-Paul;BEDARDJEANPAUL;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
583;Laviolette;859;F;Boulet;Julie;BOULETJULIE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;D'Anjou;Guy;2014-03-22 20:00:01
583;Laviolette;861;M;Clavet-Massicotte;Gabriel-Olivier;CLAVETMASSICOTTEGABRIELOLIVIER;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
583;Laviolette;622;M;Dubois;Jean-François;DUBOISJEANFRANCOIS;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
583;Laviolette;499;M;Gauthier;Sylvain;GAUTHIERSYLVAIN;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
663;Lévis;578;M;Belley;Nicolas;BELLEYNICOLAS;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
663;Lévis;543;M;Biron;Paul;BIRONPAUL;CPA;P.U.N.;Parti unité nationale;N;M;Biron;Olivier;2014-03-22 20:00:01
663;Lévis;482;M;Bonnier Viger;Yv;BONNIERVIGERYV;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
663;Lévis;220;M;Dubé;Christian;DUBECHRISTIAN;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;O;F;Savard;Nicole;2014-03-22 20:00:01
663;Lévis;217;F;Girard;Sylvie;GIRARDSYLVIE;CPA;P.Q.;Parti québécois;N;M;Rivard;Jules;2014-03-22 20:00:01
663;Lévis;480;M;Roy;Sébastien;ROYSEBASTIEN;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
663;Lévis;280;M;Turmel;Simon;TURMELSIMON;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;F;Chabot;Renée;2014-03-22 20:00:01
289;Lotbinière-Frontenac;900;F;Blouin;Nadia;BLOUINNADIA;CPA;Q.S.;Québec solidaire;N;F;Jeffrey;Liliane;2014-03-22 20:00:01
289;Lotbinière-Frontenac;595;M;Cadieux;Denis;CADIEUXDENIS;CPA;M.P.Q.;Mon pays le Québec;N;F;Day;Louise;2014-03-22 20:00:01
