CODE_CIRCONSCRIPTION;NOM_CIRCONSCRIPTION;NUMERO_CANDIDAT;SEXE_CANDIDAT;NOM_CANDIDAT;PRENOM_CANDIDAT;COLONNE_TRI;TYPE_CANDIDAT;ABREVIATION_PARTI;NOM_PARTI;DEPUTE_SORTANT;SEXE_AGENT_OFF;NOM_AGENT_OFF;PRENOM_AGENT_OFF;DATE
563;Pontiac;516;M;Mongeon;Michel;MONGEONMICHEL;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
563;Pontiac;298;F;Vallières-Murray;Maryse;VALLIERESMURRAYMARYSE;CPA;P.Q.;Parti québécois;N;M;Ducharme-Vachon;Benoit;2014-03-22 20:00:01
599;Portneuf;131;M;Beaulieu;Daniel;BEAULIEUDANIEL;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
599;Portneuf;746;F;Côté;Catherine;COTECATHERINE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
599;Portneuf;153;M;Genois;Hugues;GENOISHUGUES;CPA;P.Q.;Parti québécois;N;M;Naud;Pierre E.;2014-03-22 20:00:01
599;Portneuf;870;F;Grimard;Stéphanie;GRIMARDSTEPHANIE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
599;Portneuf;74;M;Marcotte;Jacques;MARCOTTEJACQUES;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;O;F;Savard;Nicole;2014-03-22 20:00:01
599;Portneuf;438;M;Matte;Michel;MATTEMICHEL;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Benoit;Mario;2014-03-22 20:00:01
753;René-Lévesque;264;M;Boivin Ringuette;Nicolas;BOIVINRINGUETTENICOLAS;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
753;René-Lévesque;887;F;Clavette;Marie-Pierre;CLAVETTEMARIEPIERRE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
753;René-Lévesque;128;M;Dufour;Marjolain;DUFOURMARJOLAIN;CPA;P.Q.;Parti québécois;O;M;Isabel;Raymond;2014-03-22 20:00:01
753;René-Lévesque;572;F;Fortin-Morand;Marie-Christine;FORTINMORANDMARIECHRISTINE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
753;René-Lévesque;679;M;Levesque;Michel;LEVESQUEMICHEL;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Desbiens;Jean-Luc;2014-03-22 20:00:01
367;Repentigny;180;M;Huard;Olivier;HUARDOLIVIER;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
367;Repentigny;592;M;Lacombe;Pierre;LACOMBEPIERRE;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
367;Repentigny;292;F;Lavallée;Lise;LAVALLEELISE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
367;Repentigny;101;M;McKay;Scott;MCKAYSCOTT;CPA;P.Q.;Parti québécois;O;M;Coutu;Jean-Pierre;2014-03-22 20:00:01
367;Repentigny;273;M;Nantel;Robert;NANTELROBERT;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Mercier;Pierre;2014-03-22 20:00:01
367;Repentigny;644;M;Strasbourg;Christian;STRASBOURGCHRISTIAN;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain ;2014-03-22 20:00:01
253;Richelieu;715;M;Baller;Martin;BALLERMARTIN;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
253;Richelieu;558;M;Bourgault;Claude;BOURGAULTCLAUDE;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;Mc Murray;Kenneth;2014-03-22 20:00:01
253;Richelieu;406;M;Gaudet;Marc;GAUDETMARC;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
253;Richelieu;448;F;Mathieu;Marie-Ève;MATHIEUMARIEEVE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
253;Richelieu;326;M;Plante;Alain;PLANTEALAIN;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Marcotte;Serge;2014-03-22 20:00:01
253;Richelieu;627;M;Tremblay;Jean-François;TREMBLAYJEANFRANCOIS;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
253;Richelieu;239;F;Zakaïb;Élaine;ZAKAIBELAINE;CPA;P.Q.;Parti québécois;O;M;Lafrance;Donald;2014-03-22 20:00:01
283;Richmond;594;M;Boucher;Etienne-Alexis;BOUCHERETIENNEALEXIS;CPA;P.Q.;Parti québécois;N;F;Bergeron;Jocelyne;2014-03-22 20:00:01
283;Richmond;774;M;Côté;Dave;COTEDAVE;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
283;Richmond;432;M;Dion;Alain;DIONALAIN;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
283;Richmond;653;F;Dion-Fontaine;Aurélie;DIONFONTAINEAURELIE;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
283;Richmond;761;F;Landry;Colombe;LANDRYCOLOMBE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
283;Richmond;881;M;Proulx;Vincent;PROULXVINCENT;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
283;Richmond;243;F;Vallières;Karine;VALLIERESKARINE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Baker;Richard M.;2014-03-22 20:00:01
703;Rimouski;536;M;Beaudoin;Pierre;BEAUDOINPIERRE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
703;Rimouski;453;F;Besner;Marie-Neige;BESNERMARIENEIGE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
703;Rimouski;584;M;Cyr;Tom-Henri;CYRTOMHENRI;CPA;B.P.;Bloc pot;N;M;Bernatchez-Sainvil;Jérémy;2014-03-22 20:00:01
703;Rimouski;671;M;Fleurent;Steven;FLEURENTSTEVEN;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
703;Rimouski;693;M;Gagnon;Pier-Luc;GAGNONPIERLUC;CPA;P.N.;Parti nul;N;M;Gagnon;Marc-Olivier;2014-03-22 20:00:01
703;Rimouski;289;M;Huot;Pierre;HUOTPIERRE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Lebel;Michel;2014-03-22 20:00:01
703;Rimouski;168;M;Lebel;Harold;LEBELHAROLD;CPA;P.Q.;Parti québécois;N;M;Beaulac;Philippe;2014-03-22 20:00:01
699;Rivière-du-Loup-Témiscouata;254;M;D'Amour;Jean;DAMOURJEAN;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Asselin;Jacques;2014-03-22 20:00:01
699;Rivière-du-Loup-Témiscouata;428;M;Gagnon;Louis;GAGNONLOUIS;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
699;Rivière-du-Loup-Témiscouata;269;M;Lagacé;Michel;LAGACEMICHEL;CPA;P.Q.;Parti québécois;N;M;Bastille;Paul-André;2014-03-22 20:00:01
699;Rivière-du-Loup-Témiscouata;430;M;Malenfant;Frank;MALENFANTFRANK;CPA;P.S.P.;Parti des sans parti;N;M;Gauthier;Richard;2014-03-22 20:00:01
699;Rivière-du-Loup-Témiscouata;429;M;Massé;Étienne;MASSEETIENNE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
699;Rivière-du-Loup-Témiscouata;323;M;Roy;Charles;ROYCHARLES;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
413;Robert-Baldwin;674;M;Allen;Jamie;ALLENJAMIE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
413;Robert-Baldwin;335;M;Comtois-Lussier;Michaël;COMTOISLUSSIERMICHAEL;CPA;P.Q.;Parti québécois;N;M;Proulx;Marcel;2014-03-22 20:00:01
413;Robert-Baldwin;472;M;Faour;Ali;FAOURALI;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
413;Robert-Baldwin;635;M;Leitao;Carlos J;LEITAOCARLOSJ;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Douesnard;Fernand;2014-03-22 20:00:01
413;Robert-Baldwin;779;F;Martinova-Croteau;Viviane;MARTINOVACROTEAUVIVIANE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
413;Robert-Baldwin;123;M;Mireault;Mathieu;MIREAULTMATHIEU;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
413;Robert-Baldwin;733;F;Popert;Patricia;POPERTPATRICIA;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
783;Roberval;566;F;Boucher;Julie;BOUCHERJULIE;CPA;P.S.P.;Parti des sans parti;N;M;Gauthier;Richard;2014-03-22 20:00:01
783;Roberval;748;M;Cauchon;Luc-Antoine;CAUCHONLUCANTOINE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
783;Roberval;403;M;Couillard;Philippe;COUILLARDPHILIPPE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Moisan;Gilles;2014-03-22 20:00:01
783;Roberval;857;M;Néron;Guillaume;NERONGUILLAUME;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
783;Roberval;388;M;Trottier;Denis;TROTTIERDENIS;CPA;P.Q.;Parti québécois;O;M;Fraser;Serge;2014-03-22 20:00:01
783;Roberval;328;M;Truchon;François;TRUCHONFRANCOIS;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
379;Rosemont;743;M;Babin;Matthew;BABINMATTHEW;CPA;B.P.;Bloc pot;N;M;Proulx;Frédéric;2014-03-22 20:00:01
379;Rosemont;351;M;Chénier;Stéphane;CHENIERSTEPHANE;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
379;Rosemont;745;M;Dubois;Carl;DUBOISCARL;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
379;Rosemont;842;F;Labelle;Sophie-Geneviève;LABELLESOPHIEGENEVIEVE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
379;Rosemont;85;M;Lisée;Jean-François;LISEEJEANFRANCOIS;CPA;P.Q.;Parti québécois;O;M;Gagnon;Marc;2014-03-22 20:00:01
379;Rosemont;934;F;Svetoushkina;Ksenia;SVETOUSHKINAKSENIA;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
379;Rosemont;203;M;Trudelle;Jean;TRUDELLEJEAN;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
379;Rosemont;695;M;Valade;Thiery;VALADETHIERY;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;F;Jenner;Stacey Ann;2014-03-22 20:00:01
515;Rousseau;244;M;Charette;Claude;CHARETTECLAUDE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
515;Rousseau;405;M;Lépine;François;LEPINEFRANCOIS;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
515;Rousseau;178;M;Marceau;Nicolas;MARCEAUNICOLAS;CPA;P.Q.;Parti québécois;O;M;Lambert;Luc;2014-03-22 20:00:01
515;Rousseau;763;M;Racette;Mario;RACETTEMARIO;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;F;Mercier Chayer;Pierrette;2014-03-22 20:00:01
515;Rousseau;660;F;St-Onge;Chantal;SAINTONGECHANTAL;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
567;Rouyn-Noranda-Témiscamingue;689;M;Blanchette;Luc;BLANCHETTELUC;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Riopel;Jules;2014-03-22 20:00:01
567;Rouyn-Noranda-Témiscamingue;359;M;Chapadeau;Gilles;CHAPADEAUGILLES;CPA;P.Q.;Parti québécois;O;M;Arcand;Onil;2014-03-22 20:00:01
567;Rouyn-Noranda-Témiscamingue;831;M;Dallaire;Ghislain;DALLAIREGHISLAIN;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
567;Rouyn-Noranda-Témiscamingue;806;M;Flebus;Bernard;FLEBUSBERNARD;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
567;Rouyn-Noranda-Témiscamingue;664;M;Leclerc;Guy;LECLERCGUY;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain ;2014-03-22 20:00:01
111;Saint-François;661;M;Boudou-Laforce;Étienne;BOUDOULAFORCEETIENNE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain ;2014-03-22 20:00:01
111;Saint-François;618;M;Carbonneau;Vincent J.;CARBONNEAUVINCENTJ;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken ;2014-03-22 20:00:01
111;Saint-François;282;M;Collette;Marcel;COLLETTEMARCEL;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
111;Saint-François;354;M;Hardy;Guy;HARDYGUY;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Larochelle;Michel;2014-03-22 20:00:01
111;Saint-François;130;M;Hébert;Réjean;HEBERTREJEAN;CPA;P.Q.;Parti québécois;O;M;Lessard;Philippe;2014-03-22 20:00:01
111;Saint-François;419;M;Lafrance;Philippe;LAFRANCEPHILIPPE;CPA;B.P.;Bloc pot;N;M;Dudemaine;Pier-Luc;2014-03-22 20:00:01
111;Saint-François;541;M;Lambert;Lionel;LAMBERTLIONEL;CPA;P.U.N.;Parti unité nationale;N;F;Gauthier ;Lisette;2014-03-22 20:00:01
111;Saint-François;464;M;Poulin;André;POULINANDRE;CPA;Q.S.;Québec solidaire;N;M;Tremblay ;Alain ;2014-03-22 20:00:01
111;Saint-François;288;M;Stratford;Gaston;STRATFORDGASTON;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole ;2014-03-22 20:00:01
393;Saint-Henri-Sainte-Anne;195;F;Alexander;Molly;ALEXANDERMOLLY;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
393;Saint-Henri-Sainte-Anne;144;F;Blais;Marguerite;BLAISMARGUERITE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Daigneault;Gilles;2014-03-22 20:00:01
393;Saint-Henri-Sainte-Anne;494;M;Boulanger;Louis-Philippe;BOULANGERLOUISPHILIPPE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
393;Saint-Henri-Sainte-Anne;916;M;Forest;Étienne;FORESTETIENNE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
393;Saint-Henri-Sainte-Anne;188;F;Fournier;Véronique;FOURNIERVERONIQUE;CPA;P.Q.;Parti québécois;N;F;Roy;Huguette;2014-03-22 20:00:01
393;Saint-Henri-Sainte-Anne;858;F;Kruzynski;Anna;KRUZYNSKIANNA;CPA;P.N.;Parti nul;N;F;Lefebvre;Véronique;2014-03-22 20:00:01
393;Saint-Henri-Sainte-Anne;563;M;Sanchez;Jairo Gaston;SANCHEZJAIROGASTON;CPA;B.P.;Bloc pot;N;M;Proulx;Frédéric;2014-03-22 20:00:01
393;Saint-Henri-Sainte-Anne;548;F;Sweeney;Sharon;SWEENEYSHARON;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
263;Saint-Hyacinthe;463;F;Arpin;Louise;ARPINLOUISE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;F;Michaud;Suzanne;2014-03-22 20:00:01
263;Saint-Hyacinthe;476;M;Labbé;Simon;LABBESIMON;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
263;Saint-Hyacinthe;420;F;Pelland;Danielle;PELLANDDANIELLE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
263;Saint-Hyacinthe;135;M;Pelletier;Émilien;PELLETIEREMILIEN;CPA;P.Q.;Parti québécois;O;M;Ménard;François;2014-03-22 20:00:01
263;Saint-Hyacinthe;726;M;Pothier;Éric;POTHIERERIC;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
263;Saint-Hyacinthe;731;F;Soucy;Chantal;SOUCYCHANTAL;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
189;Saint-Jean;843;F;Bossé Bélanger;Jade;BOSSEBELANGERJADE;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
189;Saint-Jean;162;F;Denis;Marie-Josée;DENISMARIEJOSEE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;F;Demadesh;Cynthia;2014-03-22 20:00:01
189;Saint-Jean;910;F;Grenier;Maryse;GRENIERMARYSE;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
189;Saint-Jean;672;F;Lusignan;Carole;LUSIGNANCAROLE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
189;Saint-Jean;431;M;Tremblay;Serge;TREMBLAYSERGE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
189;Saint-Jean;78;M;Turcotte;Dave;TURCOTTEDAVE;CPA;P.Q.;Parti québécois;O;F;Blanchette;Huguette;2014-03-22 20:00:01
505;Saint-Jérôme;589;M;Charbonneau;Patrice;CHARBONNEAUPATRICE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole ;2014-03-22 20:00:01
505;Saint-Jérôme;601;M;Dubois;Armand;DUBOISARMAND;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Belisle;Richard;2014-03-22 20:00:01
505;Saint-Jérôme;775;M;Lemay-Thivierge;Vincent;LEMAYTHIVIERGEVINCENT;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
505;Saint-Jérôme;278;M;Morin;Bruno;MORINBRUNO;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
505;Saint-Jérôme;496;M;Péladeau;Pierre Karl;PELADEAUPIERREKARL;CPA;P.Q.;Parti québécois;N;F;Verdon;Julie;2014-03-22 20:00:01
505;Saint-Jérôme;758;M;Trottier-Kavanagh;Mathieu;TROTTIERKAVANAGHMATHIEU;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
417;Saint-Laurent;418;M;Bandou;Rachid;BANDOURACHID;CPA;P.Q.;Parti québécois;N;M;Truchon;Jean-François;2014-03-22 20:00:01
417;Saint-Laurent;770;F;Beaudry;Jennifer;BEAUDRYJENNIFER;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Sylvain;Gauthier;2014-03-22 20:00:01
417;Saint-Laurent;173;M;Deschamps;Fernand;DESCHAMPSFERNAND;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
417;Saint-Laurent;291;M;Diallo;Tidiane;DIALLOTIDIANE;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
417;Saint-Laurent;336;M;Fournier;Jean-Marc;FOURNIERJEANMARC;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;O;M;Dehaut;Jean-Bernard;2014-03-22 20:00:01
417;Saint-Laurent;194;F;Kadiri;Hasnaa;KADIRIHASNAA;CPA;Q.S.;Québec solidaire;N;M;Dion;Pierre;2014-03-22 20:00:01
417;Saint-Laurent;155;M;Morissette;Guy;MORISSETTEGUY;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
389;Sainte-Marie-Saint-Jacques;795;M;Bissonnette;Marc;BISSONNETTEMARC;CPA;B.P.;Bloc pot;N;M;Proulx;Frédéric;2014-03-22 20:00:01
389;Sainte-Marie-Saint-Jacques;83;M;Breton;Daniel;BRETONDANIEL;CPA;P.Q.;Parti québécois;O;M;Paradis;Pierre-Paul;2014-03-22 20:00:01
389;Sainte-Marie-Saint-Jacques;797;F;Klisko;Anna;KLISKOANNA;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;Robert;Paul;2014-03-22 20:00:01
389;Sainte-Marie-Saint-Jacques;799;M;Lachapelle;Serge;LACHAPELLESERGE;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
389;Sainte-Marie-Saint-Jacques;235;F;Massé;Manon;MASSEMANON;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
389;Sainte-Marie-Saint-Jacques;583;M;Payne;Nic;PAYNENIC;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
389;Sainte-Marie-Saint-Jacques;892;M;Thauvette;Patrick;THAUVETTEPATRICK;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
389;Sainte-Marie-Saint-Jacques;300;M;Wiseman;Stewart;WISEMANSTEWART;CPA;P.V.Q./G.P.Q.;Parti vert du Québec/Green Party of Québec;N;M;McMurray;Ken;2014-03-22 20:00:01
343;Saint-Maurice;514;F;Audet;Marie-Line;AUDETMARIELINE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
343;Saint-Maurice;475;M;Giguère;Pierre;GIGUEREPIERRE;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;St-Jean;Jonathan;2014-03-22 20:00:01
343;Saint-Maurice;903;M;Guillemette;Jean;GUILLEMETTEJEAN;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
343;Saint-Maurice;343;M;Lapointe;Jonathan;LAPOINTEJONATHAN;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
343;Saint-Maurice;529;M;Mongeau;Stéphane;MONGEAUSTEPHANE;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
343;Saint-Maurice;367;M;Trudel;Luc;TRUDELLUC;CPA;P.Q.;Parti québécois;O;M;Trudel;Jocelyn;2014-03-22 20:00:01
447;Sainte-Rose;225;M;Cavaliere;Domenico;CAVALIEREDOMENICO;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
447;Sainte-Rose;890;M;da Silva Pereira;André;DASILVAPEREIRAANDRE;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
447;Sainte-Rose;678;M;Forget;Bruno;FORGETBRUNO;CPA;O.N. - P.I.Q.;Option nationale - Pour l'indépendance du Québec;N;M;Gauthier;Sylvain;2014-03-22 20:00:01
447;Sainte-Rose;640;M;Habel;Jean;HABELJEAN;CPA;P.L.Q./Q.L.P.;Parti libéral du Québec/Quebec Liberal Party;N;M;El Ouarzadi;Ilyes;2014-03-22 20:00:01
447;Sainte-Rose;401;F;Proulx;Suzanne;PROULXSUZANNE;CPA;P.Q.;Parti québécois;O;M;Tsovikian;Georges;2014-03-22 20:00:01
177;Sanguinet;850;M;Dagenais;Alexandre;DAGENAISALEXANDRE;CPA;É.A.P. - P.C.Q.;Équipe Adrien Pouliot - Parti conservateur du Québec;N;M;Verville;Marc;2014-03-22 20:00:01
177;Sanguinet;290;F;Héroux;Hélène;HEROUXHELENE;CPA;P.M.L.Q.;Parti marxiste-léniniste du Québec;N;M;Legeais;Christian;2014-03-22 20:00:01
177;Sanguinet;345;M;Laramée;Christian;LARAMEECHRISTIAN;CPA;Q.S.;Québec solidaire;N;M;Tremblay;Alain;2014-03-22 20:00:01
177;Sanguinet;847;M;Leftakis;Denis ;LEFTAKISDENIS;CPA;C.A.Q.-É.F.L.;Coalition avenir Québec - L'équipe François Legault;N;F;Savard;Nicole;2014-03-22 20:00:01
